Property ID,Property Name,Sub-Entity,Parent Entity,Jurisdiction,State,Property Type,Close Date,Amount Due,Previous Year Taxes,Extraction Steps,Acct Number,Property Address,Tax Bill Link
9aaf84f4-29f3-4437-892d-4f427b9fa8cf,BCS Hunt Road LLC - FM 359 Rd - 1 Acre,,BCS Hunt Road LLC (TX) - 23.23 acres,Fort Bend,TX,property,11/17/22,$0.00 ,,"1. Direct Link
2. Taxes Due for 2024",1.40E+13,FM 359 RD,https://actweb.acttax.com/act_webdev/fbc/showdetail2.jsp?can=0014000000114901
41b61b23-2c27-4f23-8b9a-dedb3327030a,BCS Hunt Road LLC - FM 359 Rd - 7.77 Acres,,BCS Hunt Road LLC (TX) - 23.23 acres,Fort Bend,TX,property,11/17/22,$0.00 ,,"1. Direct Link
2. Taxes Due for 2024",1.40E+13,FM 359 RD,https://actweb.acttax.com/act_webdev/fbc/showdetail2.jsp?can=0014000000110901
152de887-72c7-421f-8d51-8556e651c61b,BCS Hunt Road LLC - FM 359 Rd - Tract 1 - 2.185 Acres,,BCS Hunt Road LLC (TX) - 23.23 acres,Fort Bend,TX,property,11/17/22,$0.00 ,,"1. Direct Link
2. Taxes Due for 2024",1.40E+13,FM 359 RD,https://actweb.acttax.com/act_webdev/fbc/showdetail2.jsp?can=0014000000056901
88b7a6f2-1784-48fd-aeaf-0316a8706834,BCS Hunt Road LLC - FM 359 Rd - Tract 2 -  3.5 Acres,,BCS Hunt Road LLC (TX) - 23.23 acres,Fort Bend,TX,property,11/17/22,$0.00 ,,"1. Direct Link
2. Taxes Due for 2024",1.40E+13,FM 359 RD,https://actweb.acttax.com/act_webdev/fbc/showdetail2.jsp?can=0014000000050901
f1b5e8a0-cdf7-46da-8bff-647532445b98,BCS Hunt Road LLC - FM 359 Rd - Tract 6 - 1.1044 Acres,,BCS Hunt Road LLC (TX) - 23.23 acres,Fort Bend,TX,property,11/17/22,$0.00 ,"$5,138.00 ","1. Direct Link
2. Taxes Due for 2024",1.40E+13,FM 359 RD,https://actweb.acttax.com/act_webdev/fbc/showdetail2.jsp?can=0014000000060901
736d8a9b-0183-4fca-8b9c-90b4dabcbc61,BCS Katy LLC - CIMARRON M.U.D.,,BCS Katy LLC,Cimarron M.U.D.,TX,property,1/19/21,$0.00 ,"$4,547.09 ","1. Direct Link
2. Scroll to ""Total Due"" in table on right side of page.",142-3219-001-0010,,https://bli-tax.com/tax-form/?r=14232190010010
c39c0b90-d0b9-4fd8-b7ee-cd17a55b5acc,BCS Luling LLC - KING DAVID LLC (5855 Chef Menteur HW),,BCS Luling LLC (TX),City of New Orleans,LA,property,12/29/20,$0.00 ,"$34,502.81 ","1. Direct Link
2. Scroll to ""Total Taxes Due as of…""",39P016221,5855 CHEF MENTEUR HW,https://services.nola.gov/service.aspx?load=treasury&Type=2&TaxBill=39P016221
370e87ca-60f5-4a76-b11d-3370e181c3cd,"BCS Luling LLC - MKA CAPITAL, LLC (5855 Chef Menteur Hw 1) - Now: Fast Stop of Chef LC DBA F",,BCS Luling LLC (TX),City of New Orleans,LA,property,12/29/20,overdue,"$24,985.50 ","1. Direct Link
2. Scroll to ""Total Taxes Due as of…""",39P134507 (tax bill no),"5855 CHEF MENTEUR HIGHWAY
NEW ORLEANS LA",https://services.nola.gov/service.aspx?load=treasury&Type=2&TaxBill=39P134507
e6d778af-8948-4a1b-a014-bc9e8b5593ab,BCS Lumberton LLC - MST 0.42 Acres,,BCS Lumberton LLC (TX) - 1.786 Acres (Remaining) - 0.786 Acres,Hardin,TX,property,3/23/23,skip,skip,"1. Direct Link
2. Scroll to ""Total Due"" in table on right side of page.",94631,"309 N LHS DR LUMBERTON, TX 77657",https://govpay.net/hardin-co-tx-property
d6ae4fb1-09d4-4d12-b317-71e037afa45c,BCS Lumberton LLC - Pad 0.999 Acres,,BCS Lumberton LLC (TX) - 1.786 Acres (Remaining) - 0.786 Acres,Hardin,TX,property,3/23/23,skip,skip,skip,skip,skip,https://govpay.net/hardin-co-tx-property
bcfa2441-3156-4e11-a09d-4e925996a92f,BCS Magnolia Place LLC - (13.884 Acres),,BCS Magnolia Place LLC (TX) - Total 51.13 Acres,Montgomery,TX,property,2/23/24,,,"1. Direct Link
2. Taxes Due for 2024",71020000300,,https://actweb.acttax.com/act_webdev/montgomery/showdetail2.jsp?can=0071020000300&ownerno=0
4c0f48a6-4e54-4fa9-a3c6-b22195672c46,BCS Magnolia Place LLC - (14.58 Acres),,BCS Magnolia Place LLC (TX) - Total 51.13 Acres,Montgomery,TX,property,2/23/24,,,"1. Direct Link
2. Taxes Due for 2024",,,https://actweb.acttax.com/act_webdev/montgomery/showdetail2.jsp?can=0071020000400&ownerno=0
8da9ee56-aba0-4323-b7aa-0f1065a017c6,BCS Magnolia Place LLC - (26.28 Acres) - Partial (17.570 Acres),,BCS Magnolia Place LLC (TX) - Total 51.13 Acres,Montgomery,TX,property,2/23/24,,,"1. Direct Link
2. Taxes Due for 2024",,,https://actweb.acttax.com/act_webdev/montgomery/showdetail2.jsp?can=803300&ownerno=0
a1b864a4-3328-4611-9823-8eb30f60e07f,BCS Magnolia Place LLC - (5.099 Acres),,BCS Magnolia Place LLC (TX) - Total 51.13 Acres,Montgomery,TX,property,2/23/24,,,"1. Direct Link
2. Taxes Due for 2024",,,https://actweb.acttax.com/act_webdev/montgomery/showdetail2.jsp?can=0071020000100&ownerno=0
e617ae21-e16c-4ec9-85ca-3222ad069194,BCS Missouri City LLC - Fort Bend County,,BCS Missouri City LLC,Fort Bend,TX,property,12/30/21,,,"1. Direct Link
2. Taxes Due for 2024",,,https://actweb.acttax.com/act_webdev/fbc/showdetail2.jsp?can=2150040000120907
57684f52-1d4b-417b-ac6f-26ef947fc3ee,BCS Mont Belvieu LLC - 1.004 Acres (Haza Sale),,BCS Mont Belvieu LLC (TX) - Total 5.33 Acres (Remaining  4.3260 Acres),Chambers,TX,property,6/9/23,,"$4,283.00 ","1. Direct Link
2. ""Final Total Amount Due""",,,https://www.hctax.net/Property/TaxStatement?account=EYyr+UUfFo6x92nlY6qDLrdhLhEQTgNhnXKEblDuM8g=
e9fed829-064f-43be-bc3d-2629cb3b0bb9,BCS Mont Belvieu LLC - 1.083 Acres,,BCS Mont Belvieu LLC (TX) - Total 5.33 Acres (Remaining  4.3260 Acres),Chambers,TX,property,6/9/23,,,skip,,,https://actweb.acttax.com/chambers/chambers/index.jsp
59290887-1181-48ff-9466-ffbacca6a4f6,BCS Mont Belvieu LLC - 3.243 Acres,,BCS Mont Belvieu LLC (TX) - Total 5.33 Acres (Remaining  4.3260 Acres),Chambers,TX,property,6/9/23,,,skip,,,https://actweb.acttax.com/chambers/chambers/account-details.jsp?can=6029
1a41335c-d8b7-4756-bb3b-1890adcd0df7,BCS Mont Belvieu LLC - Barbers Hill ISD (1.004 Acres) (Sold),BCS Mont Belvieu LLC - Barbers Hill ISD: (Total 5.33 Acres),BCS Mont Belvieu LLC (TX) - Total 5.33 Acres (Remaining  4.3260 Acres),Barbers Hill ISD,TX,property,6/9/23,,,1. Direct Link,,,https://bhisd.propertytaxpayments.net/Accounts/AccountDetails?taxAccountNumber=6029
bbe7ba61-8f4d-4765-87c1-0edbe2f92e94,BCS Mont Belvieu LLC - Barbers Hill ISD (1.083 Acres),BCS Mont Belvieu LLC - Barbers Hill ISD: (Total 5.33 Acres),BCS Mont Belvieu LLC (TX) - Total 5.33 Acres (Remaining  4.3260 Acres),Barbers Hill ISD,TX,property,6/9/23,,,1. Direct Link,,,https://bhisd.propertytaxpayments.net/Accounts/AccountDetails?taxAccountNumber=6029
a795dd34-166b-4c86-93a1-17f0d606db5d,BCS Mont Belvieu LLC - Barbers Hill ISD (3.243 Acres),BCS Mont Belvieu LLC - Barbers Hill ISD: (Total 5.33 Acres),BCS Mont Belvieu LLC (TX) - Total 5.33 Acres (Remaining  4.3260 Acres),Barbers Hill ISD,TX,property,6/9/23,,,1. Direct Link,,,https://bhisd.propertytaxpayments.net/Accounts/AccountDetails?taxAccountNumber=6029
c4d6cebf-8fec-4fed-bf00-e15e3d5dc851,BCS Montgomery LLC - 1.238 Acres,BCS Montgomery LLC - 6.59 Acres:,BCS Montgomery LLC - 39 Acres:,Montgomery,TX,property,7/29/25,,,"1. Direct Link
2. Taxes Due for 2024",,,https://actweb.acttax.com/act_webdev/montgomery/showdetail2.jsp?can=0000080000229&ownerno=0
1eee4175-dcbf-4ee2-88ba-128d1133dea9,BCS Montgomery LLC - 5.352 Acres,BCS Montgomery LLC - 6.59 Acres:,BCS Montgomery LLC - 39 Acres:,Montgomery,TX,property,7/29/25,,,"1. Direct Link
2. Taxes Due for 2024",,,https://actweb.acttax.com/act_webdev/montgomery/showdetail2.jsp?can=0000080000232&ownerno=0
1cca051b-9ba7-4bbc-a170-1bbfd1d668f2,BCS Montgomery LLC - Tract 2-G (24.5 Acres),BCS Montgomery LLC - 32 Acres:,BCS Montgomery LLC - 39 Acres:,Montgomery,TX,property,4/15/25,,,"1. Direct Link
2. HTTP request",80000248,"19971 FM 2854 RD
MONTGOMERY, TX 77316-3151",https://actweb.acttax.com/act_webdev/montgomery/showdetail2.jsp?can=0000080000248&ownerno=0
36b0adee-8561-473f-809f-dae68cc83f7d,BCS Montgomery LLC - Tract 2-G (6.019 acres),BCS Montgomery LLC - 32 Acres:,BCS Montgomery LLC - 39 Acres:,Montgomery,TX,property,4/15/25,,,"1. Direct Link
2. HTTP request",,,https://actweb.acttax.com/act_webdev/montgomery/showdetail2.jsp?can=0000080000206&ownerno=0
b9e47a8a-bc8e-4706-97d0-39329d60e698,BCS Montgomery LLC - Tract 2G1-A (2.592 acres),BCS Montgomery LLC - 32 Acres:,BCS Montgomery LLC - 39 Acres:,Montgomery,TX,property,4/15/25,,,"1. Direct Link
2. HTTP request",,,https://actweb.acttax.com/act_webdev/montgomery/showdetail2.jsp?can=0000080000222&ownerno=0
4c5df72a-61c5-46e8-aaef-572c0fcd50f8,"BCS NC Fund Propco 01 LLC - 124 NC Highway 55 West, Mount Olive, NC",,BCS NC Fund Holdco LLC (TX),Wayne,NC,property,12/22/22,$0.00 ,"$8,314.99 ",1. Direct Link,6096,W NC 55 HWY UNINCORPORATED,https://pwa.waynegov.com/PublicWebAccess/BillDetails.aspx?BillPk=2454000
cc27a22b-a591-4e86-9879-e9b7160f2d58,"BCS NC Fund Propco 02 LLC - 420 E. New Hope Road, Goldsboro, NC",,BCS NC Fund Holdco LLC (TX),Wayne,NC,property,12/22/22,$0.00 ,"$9,804.70 ",1. Direct Link,29924,420 E NEW HOPE RD UNINCORPORATED,https://pwa.waynegov.com/PublicWebAccess/BillDetails.aspx?BillPk=2454038
90da0b23-fdb3-4989-90d8-318099dd6d11,"BCS NC Fund Propco 04 LLC - 2103 S Brightleaf Blvd, Smithfield, NC - Parcel 1 (0.72 Acre)",,BCS NC Fund Holdco LLC (TX),Johnston,NC,property,12/22/22,$405.65 ,,"1. Drop down select ""Search by Business Name""
2. Form fill ""BCS""
3. Tax for this property is the first record in table.",,,https://taxpay.johnstonnc.com/TaxPayOnline/prod/
2367bda1-0fec-4786-a845-fc678c37f31c,"BCS NC Fund Propco 04 LLC - 2103 S Brightleaf Blvd, Smithfield, NC - Parcel 2 (0.3 Acre)",,BCS NC Fund Holdco LLC (TX),Johnston,NC,property,12/22/22,"$8,416.30 ",,"1. Drop down select ""Search by Business Name""
2. Form fill ""BCS""
3. Tax for this property is the second record in table.",,,https://taxpay.johnstonnc.com/TaxPayOnline/prod/
a4add047-095d-4c1f-9312-02451b7ba600,"BCS NC Fund Propco 05 LLC - 334 E Main Street, Havelock, NC (Craven County)",,BCS NC Fund Holdco LLC (TX),Craven,NC,property,12/22/22,"$4,655.01 ",,"1. Form fill for ""account number"" field.
2. acct number 114834
3. page will scroll automatically
4. record for this property is the last row (year 2025) ",,,https://www.bttaxpayerportal.com/ITSPublicCR/TaxBillSearch
ebf3111e-e9b6-49a2-a14b-32ca0ba57169,"BCS NC Fund Propco 06 LLC - (Horry County) 3288 Holmestown Road, Myrtle Beach, SC",,BCS NC Fund Holdco LLC (TX),Horry,NC,property,12/22/22,$0.00 ,"$17,337.34		",1. Use 'Notice Number' in search dropdown,107516243,,https://horrycountytreasurer.qpaybill.com/Taxes/TaxesDefaultType4.aspx
1c4b3c69-efdb-46cc-a526-942e25b9fe09,"BCS NC Fund Propco 07 LLC - (Moore County) 3778 Highway 15-501, Carthage, NC",,BCS NC Fund Holdco LLC (TX),Moore,NC,property,12/22/22,,,"1. Form fill '2024' in bill year. (2025 will be input as default)
2. Form fill 'BCS' for 'Owner Name' field",,,https://selfservice.moorecountync.gov/css/citizens/RealEstate/Default.aspx?mode=new
f17d2d72-072f-4290-aa3f-020a53a24515,"BCS NC Fund Propco 08 LLC - 6127 US 301 South, Four Oaks, NC",,BCS NC Fund Holdco LLC (TX),Johnston,NC,property,12/22/22,"$8,147.13 ",,"1. Drop down select ""Search by Business Name""
2. Form fill ""BCS""
3. Tax for this property is the third record in table.",,,https://taxpay.johnstonnc.com/TaxPayOnline/prod/
b0da671b-d487-40a9-b652-bf5145d86efc,"BCS NC Fund Propco 09 LLC - 370 NC Highway 43, Vanceboro, NC (Craven County)",,BCS NC Fund Holdco LLC (TX),Craven,NC,property,12/22/22,,,"""1. Form fill for """"account number"""" field.
2. acct number 114839
3. page will scroll automatically
4. record for this property is the last row (year 2025) """,,,https://www.bttaxpayerportal.com/ITSPublicCR/TaxBillSearch
b0274e81-e88d-4d0a-b7b5-4092e20ef887,"BCS NC Fund Propco 10 LLC - 2532 W. 5th Street, Washington, NC (Beaufort County)",,BCS NC Fund Holdco LLC (TX),Beaufort,NC,property,12/22/22,,,"1. Direct Link
2. Taxes Due for 2024",,,https://bcpwa.ncptscloud.com/beauforttax/BillDetails.aspx?BillPk=1125818
33ef7804-5223-4b84-b5e7-c7477fbb0765,"BCS NC Fund Propco 11 LLC - 4100 Dr. Martin Luther King Jr. Blvd, New Bern, NC (Craven County)",,BCS NC Fund Holdco LLC (TX),Craven,NC,property,12/22/22,,,"""1. Form fill for """"account number"""" field.
2. acct number 116885
3. page will scroll automatically
4. record for this property is the last row (year 2025) """,,,https://www.bttaxpayerportal.com/ITSPublicCR/TaxBillSearch
